,Location,ParentLocation,PM25_Value,Average_PM25
5667,Barbados,Americas,9.99,14.645727810650888
5668,Barbados,Americas,9.99,14.645727810650888
5669,Afghanistan,Eastern Mediterranean,91.92,38.40368181818182
5670,Denmark,Europe,10.01,19.244726923076925
5671,Portugal,Europe,10.03,19.244726923076925
5672,Mauritius,Africa,10.05,29.812282051282054
5673,Haiti,Americas,10.09,14.645727810650888
5674,Andorra,Europe,10.15,19.244726923076925
5675,Belize,Americas,10.19,14.645727810650888
5676,Belize,Americas,10.19,14.645727810650888
5677,Belize,Americas,10.2,14.645727810650888
5678,Suriname,Americas,10.21,14.645727810650888
5679,Belize,Americas,10.25,14.645727810650888
5680,Belize,Americas,10.25,14.645727810650888
5681,Malta,Europe,10.33,19.244726923076925
5682,Guyana,Americas,10.41,14.645727810650888
5683,Russian Federation,Europe,10.46,19.244726923076925
5684,Luxembourg,Europe,10.49,19.244726923076925
5685,Guyana,Americas,10.55,14.645727810650888
5686,Andorra,Europe,10.56,19.244726923076925
5687,Andorra,Europe,10.56,19.244726923076925
5688,Mauritius,Africa,10.6,29.812282051282054
5689,Mauritius,Africa,10.64,29.812282051282054
5690,Mauritius,Africa,10.64,29.812282051282054
5691,Cuba,Americas,10.65,14.645727810650888
5692,Luxembourg,Europe,10.71,19.244726923076925
5693,Russian Federation,Europe,10.74,19.244726923076925
5694,Monaco,Europe,10.77,19.244726923076925
5695,Monaco,Europe,10.77,19.244726923076925
5696,Monaco,Europe,10.77,19.244726923076925
5697,United Kingdom of Great Britain and Northern Ireland,Europe,10.83,19.244726923076925
5698,France,Europe,10.91,19.244726923076925
5699,Denmark,Europe,10.91,19.244726923076925
5700,Spain,Europe,10.94,19.244726923076925
5701,Guyana,Americas,10.94,14.645727810650888
5702,Denmark,Europe,10.97,19.244726923076925
5703,Luxembourg,Europe,11.03,19.244726923076925
5704,Namibia,Africa,11.06,29.812282051282054
5705,Switzerland,Europe,11.18,19.244726923076925
5706,Guyana,Americas,11.2,14.645727810650888
5707,Spain,Europe,11.22,19.244726923076925
5708,Luxembourg,Europe,11.28,19.244726923076925
5709,Mauritius,Africa,11.33,29.812282051282054
5710,Switzerland,Europe,11.38,19.244726923076925
5711,Brazil,Americas,11.39,14.645727810650888
5712,Lithuania,Europe,11.46,19.244726923076925
5713,Suriname,Americas,11.46,14.645727810650888
5714,Luxembourg,Europe,11.48,19.244726923076925
5715,Denmark,Europe,11.49,19.244726923076925
5716,Russian Federation,Europe,11.62,19.244726923076925
5717,San Marino,Europe,11.72,19.244726923076925
5718,San Marino,Europe,11.72,19.244726923076925
5719,San Marino,Europe,11.72,19.244726923076925
5720,Switzerland,Europe,11.76,19.244726923076925
5721,Spain,Europe,11.77,19.244726923076925
5722,United Kingdom of Great Britain and Northern Ireland,Europe,11.82,19.244726923076925
5723,Latvia,Europe,11.85,19.244726923076925
5724,Namibia,Africa,11.85,29.812282051282054
5725,Germany,Europe,11.9,19.244726923076925
5726,Japan,Western Pacific,11.98,15.497559322033897
5727,Suriname,Americas,12.0,14.645727810650888
5728,Russian Federation,Europe,12.0,19.244726923076925
5729,Brazil,Americas,12.02,14.645727810650888
5730,United Kingdom of Great Britain and Northern Ireland,Europe,12.09,19.244726923076925
5731,Denmark,Europe,12.16,19.244726923076925
5732,Netherlands (Kingdom of the),Europe,12.2,19.244726923076925
5733,Kenya,Africa,12.27,29.812282051282054
5734,Suriname,Americas,12.31,14.645727810650888
5735,Morocco,Eastern Mediterranean,12.32,38.40368181818182
5736,Spain,Europe,12.33,19.244726923076925
5737,Zimbabwe,Africa,12.36,29.812282051282054
5738,Singapore,Western Pacific,12.41,15.497559322033897
5739,Kenya,Africa,12.44,29.812282051282054
5740,Suriname,Americas,12.5,14.645727810650888
5741,Namibia,Africa,12.51,29.812282051282054
5742,Austria,Europe,12.54,19.244726923076925
5743,Botswana,Africa,12.54,29.812282051282054
5744,Belgium,Europe,12.57,19.244726923076925
5745,France,Europe,12.58,19.244726923076925
5746,Kenya,Africa,12.58,29.812282051282054
5747,Switzerland,Europe,12.59,19.244726923076925
5748,United Kingdom of Great Britain and Northern Ireland,Europe,12.6,19.244726923076925
5749,Lithuania,Europe,12.65,19.244726923076925
5750,Morocco,Eastern Mediterranean,12.67,38.40368181818182
5751,Cuba,Americas,12.7,14.645727810650888
5752,Botswana,Africa,12.81,29.812282051282054
5753,Morocco,Eastern Mediterranean,12.87,38.40368181818182
5754,Argentina,Americas,12.93,14.645727810650888
5755,France,Europe,12.95,19.244726923076925
5756,Japan,Western Pacific,12.96,15.497559322033897
5757,Netherlands (Kingdom of the),Europe,12.99,19.244726923076925
5758,Namibia,Africa,13.03,29.812282051282054
5759,Germany,Europe,13.07,19.244726923076925
5760,Zimbabwe,Africa,13.1,29.812282051282054
5761,Zimbabwe,Africa,13.1,29.812282051282054
5762,Argentina,Americas,13.12,14.645727810650888
5763,Morocco,Eastern Mediterranean,13.13,38.40368181818182
5764,Brazil,Americas,13.15,14.645727810650888
5765,Netherlands (Kingdom of the),Europe,13.2,19.244726923076925
5766,Maldives,South-East Asia,13.21,32.1457962962963
5767,Cuba,Americas,13.24,14.645727810650888
5768,Germany,Europe,13.27,19.244726923076925
5769,Jamaica,Americas,13.28,14.645727810650888
5770,Morocco,Eastern Mediterranean,13.31,38.40368181818182
5771,Netherlands (Kingdom of the),Europe,13.38,19.244726923076925
5772,Japan,Western Pacific,13.45,15.497559322033897
5773,Paraguay,Americas,13.45,14.645727810650888
5774,Jamaica,Americas,13.46,14.645727810650888
5775,Maldives,South-East Asia,13.47,32.1457962962963
5776,Malta,Europe,13.51,19.244726923076925
5777,Somalia,Eastern Mediterranean,13.51,38.40368181818182
5778,Brazil,Americas,13.57,14.645727810650888
5779,Netherlands (Kingdom of the),Europe,13.66,19.244726923076925
5780,Maldives,South-East Asia,13.67,32.1457962962963
5781,Namibia,Africa,13.67,29.812282051282054
5782,Austria,Europe,13.72,19.244726923076925
5783,Comoros,Africa,13.73,29.812282051282054
5784,Botswana,Africa,13.74,29.812282051282054
5785,Japan,Western Pacific,13.83,15.497559322033897
5786,Germany,Europe,13.85,19.244726923076925
5787,Lithuania,Europe,13.95,19.244726923076925
5788,Argentina,Americas,13.97,14.645727810650888
5789,Austria,Europe,13.98,19.244726923076925
5790,Argentina,Americas,14.02,14.645727810650888
5791,Comoros,Africa,14.07,29.812282051282054
5792,Comoros,Africa,14.08,29.812282051282054
5793,South Africa,Africa,14.12,29.812282051282054
5794,France,Europe,14.15,19.244726923076925
5795,Japan,Western Pacific,14.17,15.497559322033897
5796,Kenya,Africa,14.17,29.812282051282054
5797,Comoros,Africa,14.18,29.812282051282054
5798,Botswana,Africa,14.2,29.812282051282054
5799,Brazil,Americas,14.22,14.645727810650888
5800,Belgium,Europe,14.22,19.244726923076925
5801,Lithuania,Europe,14.23,19.244726923076925
5802,Maldives,South-East Asia,14.24,32.1457962962963
5803,Somalia,Eastern Mediterranean,14.25,38.40368181818182
5804,Somalia,Eastern Mediterranean,14.27,38.40368181818182
5805,Malta,Europe,14.31,19.244726923076925
5806,Jamaica,Americas,14.32,14.645727810650888
5807,Malta,Europe,14.32,19.244726923076925
5808,Paraguay,Americas,14.34,14.645727810650888
5809,Somalia,Eastern Mediterranean,14.38,38.40368181818182
5810,Latvia,Europe,14.39,19.244726923076925
5811,Comoros,Africa,14.4,29.812282051282054
5812,Belgium,Europe,14.41,19.244726923076925
5813,Ukraine,Europe,14.43,19.244726923076925
5814,Cyprus,Europe,14.47,19.244726923076925
5815,Malta,Europe,14.48,19.244726923076925
5816,Zimbabwe,Africa,14.48,29.812282051282054
5817,Botswana,Africa,14.51,29.812282051282054
5818,Lithuania,Europe,14.51,19.244726923076925
5819,Paraguay,Americas,14.52,14.645727810650888
5820,United Republic of Tanzania,Africa,14.53,29.812282051282054
5821,Eswatini,Africa,14.61,29.812282051282054
5822,Maldives,South-East Asia,14.63,32.1457962962963
5823,Republic of Moldova,Europe,14.74,19.244726923076925
5824,Romania,Europe,14.83,19.244726923076925
5825,Belgium,Europe,14.84,19.244726923076925
5826,Germany,Europe,14.85,19.244726923076925
5827,Somalia,Eastern Mediterranean,14.88,38.40368181818182
5828,Eswatini,Africa,14.9,29.812282051282054
5829,Argentina,Americas,14.91,14.645727810650888
5830,Republic of Moldova,Europe,14.97,19.244726923076925
5831,Zimbabwe,Africa,15.0,29.812282051282054
5832,Latvia,Europe,15.06,19.244726923076925
5833,Greece,Europe,15.08,19.244726923076925
5834,Republic of Moldova,Europe,15.1,19.244726923076925
5835,Austria,Europe,15.14,19.244726923076925
5836,Panama,Americas,15.15,14.645727810650888
5837,Panama,Americas,15.16,14.645727810650888
5838,France,Europe,15.16,19.244726923076925
5839,Panama,Americas,15.21,14.645727810650888
5840,Jamaica,Americas,15.23,14.645727810650888
5841,Panama,Americas,15.25,14.645727810650888
5842,Paraguay,Americas,15.32,14.645727810650888
5843,Italy,Europe,15.35,19.244726923076925
5844,Madagascar,Africa,15.36,29.812282051282054
5845,United Republic of Tanzania,Africa,15.36,29.812282051282054
5846,Romania,Europe,15.43,19.244726923076925
5847,Eswatini,Africa,15.53,29.812282051282054
5848,Republic of Moldova,Europe,15.54,19.244726923076925
5849,Ukraine,Europe,15.57,19.244726923076925
5850,Panama,Americas,15.6,14.645727810650888
5851,Paraguay,Americas,15.61,14.645727810650888
5852,Belarus,Europe,15.63,19.244726923076925
5853,Eswatini,Africa,15.75,29.812282051282054
5854,Belgium,Europe,15.8,19.244726923076925
5855,United Republic of Tanzania,Africa,15.83,29.812282051282054
5856,Cuba,Americas,15.9,14.645727810650888
5857,Romania,Europe,15.96,19.244726923076925
5858,Ukraine,Europe,15.99,19.244726923076925
5859,United Republic of Tanzania,Africa,16.1,29.812282051282054
5860,Cyprus,Europe,16.12,19.244726923076925
5861,Cyprus,Europe,16.12,19.244726923076925
5862,Eswatini,Africa,16.14,29.812282051282054
5863,Mozambique,Africa,16.18,29.812282051282054
5864,Austria,Europe,16.27,19.244726923076925
5865,Mozambique,Africa,16.28,29.812282051282054
5866,United Republic of Tanzania,Africa,16.3,29.812282051282054
5867,Hungary,Europe,16.45,19.244726923076925
5868,Madagascar,Africa,16.55,29.812282051282054
5869,Zambia,Africa,16.55,29.812282051282054
5870,Singapore,Western Pacific,16.58,15.497559322033897
5871,Singapore,Western Pacific,16.58,15.497559322033897
5872,Singapore,Western Pacific,16.58,15.497559322033897
5873,South Africa,Africa,16.58,29.812282051282054
5874,Mozambique,Africa,16.65,29.812282051282054
5875,Republic of Moldova,Europe,16.66,19.244726923076925
5876,Colombia,Americas,16.89,14.645727810650888
5877,Colombia,Americas,17.0,14.645727810650888
5878,Jamaica,Americas,17.0,14.645727810650888
5879,Czechia,Europe,17.03,19.244726923076925
5880,Belarus,Europe,17.11,19.244726923076925
5881,Greece,Europe,17.13,19.244726923076925
5882,Slovenia,Europe,17.15,19.244726923076925
5883,Lesotho,Africa,17.17,29.812282051282054
5884,Ukraine,Europe,17.17,19.244726923076925
5885,Romania,Europe,17.17,19.244726923076925
5886,Cyprus,Europe,17.18,19.244726923076925
5887,Hungary,Europe,17.21,19.244726923076925
5888,Zambia,Africa,17.24,29.812282051282054
5889,Madagascar,Africa,17.27,29.812282051282054
5890,Greece,Europe,17.32,19.244726923076925
5891,Hungary,Europe,17.41,19.244726923076925
5892,Lesotho,Africa,17.51,29.812282051282054
5893,Seychelles,Africa,17.54,29.812282051282054
5894,Italy,Europe,17.55,19.244726923076925
5895,Zambia,Africa,17.55,29.812282051282054
5896,Ecuador,Americas,17.71,14.645727810650888
5897,Mozambique,Africa,17.72,29.812282051282054
5898,Lesotho,Africa,17.75,29.812282051282054
5899,Ecuador,Americas,17.75,14.645727810650888
5900,Latvia,Europe,17.91,19.244726923076925
5901,Italy,Europe,17.91,19.244726923076925
5902,Belarus,Europe,17.94,19.244726923076925
5903,Ukraine,Europe,17.97,19.244726923076925
5904,Costa Rica,Americas,17.98,14.645727810650888
5905,Slovenia,Europe,17.98,19.244726923076925
5906,Slovenia,Europe,17.99,19.244726923076925
5907,Czechia,Europe,18.07,19.244726923076925
5908,Colombia,Americas,18.08,14.645727810650888
5909,Malaysia,Western Pacific,18.08,15.497559322033897
5910,Cyprus,Europe,18.1,19.244726923076925
5911,Ecuador,Americas,18.12,14.645727810650888
5912,Hungary,Europe,18.14,19.244726923076925
5913,Seychelles,Africa,18.27,29.812282051282054
5914,Malawi,Africa,18.37,29.812282051282054
5915,Greece,Europe,18.44,19.244726923076925
5916,Romania,Europe,18.48,19.244726923076925
5917,Costa Rica,Americas,18.5,14.645727810650888
5918,Ecuador,Americas,18.5,14.645727810650888
5919,Italy,Europe,18.56,19.244726923076925
5920,Slovenia,Europe,18.68,19.244726923076925
5921,Croatia,Europe,18.69,19.244726923076925
5922,Cambodia,Western Pacific,18.71,15.497559322033897
5923,Lesotho,Africa,18.73,29.812282051282054
5924,Malawi,Africa,18.73,29.812282051282054
5925,Czechia,Europe,18.74,19.244726923076925
5926,Malawi,Africa,18.75,29.812282051282054
5927,Mozambique,Africa,18.78,29.812282051282054
5928,Seychelles,Africa,18.79,29.812282051282054
5929,Seychelles,Africa,18.79,29.812282051282054
5930,Cambodia,Western Pacific,18.82,15.497559322033897
5931,South Africa,Africa,18.82,29.812282051282054
5932,Czechia,Europe,18.82,19.244726923076925
5933,Madagascar,Africa,18.84,29.812282051282054
5934,Ecuador,Americas,18.9,14.645727810650888
5935,Croatia,Europe,18.91,19.244726923076925
5936,Croatia,Europe,18.93,19.244726923076925
5937,Cuba,Americas,18.95,14.645727810650888
5938,Slovakia,Europe,18.95,19.244726923076925
5939,Czechia,Europe,18.98,19.244726923076925
5940,Zambia,Africa,19.01,29.812282051282054
5941,Greece,Europe,19.06,19.244726923076925
5942,Costa Rica,Americas,19.14,14.645727810650888
5943,Albania,Europe,19.16,19.244726923076925
5944,Croatia,Europe,19.19,19.244726923076925
5945,Cambodia,Western Pacific,19.2,15.497559322033897
5946,Indonesia,South-East Asia,19.21,32.1457962962963
5947,Viet Nam,Western Pacific,19.23,15.497559322033897
5948,Djibouti,Eastern Mediterranean,19.23,38.40368181818182
5949,Colombia,Americas,19.46,14.645727810650888
5950,Slovakia,Europe,19.47,19.244726923076925
5951,Croatia,Europe,19.51,19.244726923076925
5952,Indonesia,South-East Asia,19.55,32.1457962962963
5953,Zambia,Africa,19.6,29.812282051282054
5954,Costa Rica,Americas,19.64,14.645727810650888
5955,Italy,Europe,19.69,19.244726923076925
5956,Hungary,Europe,19.71,19.244726923076925
5957,Cambodia,Western Pacific,19.77,15.497559322033897
5958,Albania,Europe,19.77,19.244726923076925
5959,Slovakia,Europe,19.79,19.244726923076925
5960,Slovakia,Europe,19.96,19.244726923076925
5961,Latvia,Europe,19.97,19.244726923076925
5962,Israel,Europe,20.0,19.244726923076925
5963,Belarus,Europe,20.03,19.244726923076925
5964,Mexico,Americas,20.03,14.645727810650888
5965,Albania,Europe,20.1,19.244726923076925
5966,Bhutan,South-East Asia,20.12,32.1457962962963
5967,Bhutan,South-East Asia,20.12,32.1457962962963
5968,Albania,Europe,20.12,19.244726923076925
5969,Albania,Europe,20.14,19.244726923076925
5970,Costa Rica,Americas,20.17,14.645727810650888
5971,Algeria,Africa,20.2,29.812282051282054
5972,Bulgaria,Europe,20.24,19.244726923076925
5973,Malawi,Africa,20.3,29.812282051282054
5974,Slovakia,Europe,20.41,19.244726923076925
5975,Belarus,Europe,20.44,19.244726923076925
5976,Nicaragua,Americas,20.47,14.645727810650888
5977,Slovenia,Europe,20.47,19.244726923076925
5978,Timor-Leste,South-East Asia,20.5,32.1457962962963
5979,Venezuela (Bolivarian Republic of),Americas,20.58,14.645727810650888
5980,South Africa,Africa,20.6,29.812282051282054
5981,Colombia,Americas,20.65,14.645727810650888
5982,Djibouti,Eastern Mediterranean,20.65,38.40368181818182
5983,Djibouti,Eastern Mediterranean,20.71,38.40368181818182
5984,Lesotho,Africa,20.76,29.812282051282054
5985,Israel,Europe,20.81,19.244726923076925
5986,Venezuela (Bolivarian Republic of),Americas,20.82,14.645727810650888
5987,Indonesia,South-East Asia,20.91,32.1457962962963
5988,Malawi,Africa,20.97,29.812282051282054
5989,Djibouti,Eastern Mediterranean,20.97,38.40368181818182
5990,Algeria,Africa,21.0,29.812282051282054
5991,Venezuela (Bolivarian Republic of),Americas,21.0,14.645727810650888
5992,Timor-Leste,South-East Asia,21.12,32.1457962962963
5993,Bulgaria,Europe,21.16,19.244726923076925
5994,Timor-Leste,South-East Asia,21.16,32.1457962962963
5995,Ethiopia,Africa,21.19,29.812282051282054
5996,Algeria,Africa,21.19,29.812282051282054
5997,Djibouti,Eastern Mediterranean,21.21,38.40368181818182
5998,Philippines,Western Pacific,21.23,15.497559322033897
5999,Nicaragua,Americas,21.24,14.645727810650888
6000,Cambodia,Western Pacific,21.3,15.497559322033897
6001,Madagascar,Africa,21.35,29.812282051282054
6002,Poland,Europe,21.38,19.244726923076925
6003,Georgia,Europe,21.42,19.244726923076925
6004,South Sudan,Africa,21.46,29.812282051282054
6005,Sudan,Eastern Mediterranean,21.49,38.40368181818182
6006,Venezuela (Bolivarian Republic of),Americas,21.5,14.645727810650888
6007,Algeria,Africa,21.53,29.812282051282054
6008,South Sudan,Africa,21.54,29.812282051282054
6009,Montenegro,Europe,21.58,19.244726923076925
6010,Nicaragua,Americas,21.59,14.645727810650888
6011,Mexico,Americas,21.59,14.645727810650888
6012,Montenegro,Europe,21.62,19.244726923076925
6013,Algeria,Africa,21.68,29.812282051282054
6014,Venezuela (Bolivarian Republic of),Americas,21.74,14.645727810650888
6015,Gabon,Africa,21.75,29.812282051282054
6016,Indonesia,South-East Asia,21.77,32.1457962962963
6017,South Sudan,Africa,21.79,29.812282051282054
6018,Chile,Americas,21.85,14.645727810650888
6019,Lao People's Democratic Republic,Western Pacific,21.9,15.497559322033897
6020,Sudan,Eastern Mediterranean,21.94,38.40368181818182
6021,Eritrea,Africa,21.96,29.812282051282054
6022,Montenegro,Europe,21.99,19.244726923076925
6023,Ethiopia,Africa,22.07,29.812282051282054
6024,Israel,Europe,22.07,19.244726923076925
6025,Eritrea,Africa,22.21,29.812282051282054
6026,Nicaragua,Americas,22.22,14.645727810650888
6027,Lebanon,Eastern Mediterranean,22.22,38.40368181818182
6028,Israel,Europe,22.29,19.244726923076925
6029,Malaysia,Western Pacific,22.39,15.497559322033897
6030,Ethiopia,Africa,22.42,29.812282051282054
6031,Timor-Leste,South-East Asia,22.48,32.1457962962963
6032,South Africa,Africa,22.5,29.812282051282054
6033,Lao People's Democratic Republic,Western Pacific,22.54,15.497559322033897
6034,Bulgaria,Europe,22.56,19.244726923076925
6035,Viet Nam,Western Pacific,22.62,15.497559322033897
6036,Chile,Americas,22.66,14.645727810650888
6037,Nicaragua,Americas,22.68,14.645727810650888
