,Location,ParentLocation,PM25_Value,Average_PM25
6860,Zambia,Africa,17.9,29.812282051282054
6861,Costa Rica,Americas,17.91,14.645727810650888
6862,Ecuador,Americas,18.09,14.645727810650888
6863,Hungary,Europe,18.1,19.244726923076925
6864,Italy,Europe,18.14,19.244726923076925
6865,Cambodia,Western Pacific,18.22,15.497559322033897
6866,Cyprus,Europe,18.26,19.244726923076925
6867,Romania,Europe,18.29,19.244726923076925
6868,Seychelles,Africa,18.33,29.812282051282054
6869,Seychelles,Africa,18.33,29.812282051282054
6870,Mozambique,Africa,18.45,29.812282051282054
6871,Colombia,Americas,18.47,14.645727810650888
6872,Lesotho,Africa,18.48,29.812282051282054
6873,Viet Nam,Western Pacific,18.48,15.497559322033897
6874,Ecuador,Americas,18.49,14.645727810650888
6875,Costa Rica,Americas,18.51,14.645727810650888
6876,Madagascar,Africa,18.52,29.812282051282054
6877,Italy,Europe,18.52,19.244726923076925
6878,Indonesia,South-East Asia,18.56,32.1457962962963
6879,Malawi,Africa,18.62,29.812282051282054
6880,South Africa,Africa,18.68,29.812282051282054
6881,Slovenia,Europe,18.73,19.244726923076925
6882,Slovenia,Europe,18.74,19.244726923076925
6883,Cambodia,Western Pacific,18.8,15.497559322033897
6884,Czechia,Europe,18.8,19.244726923076925
6885,Hungary,Europe,18.81,19.244726923076925
6886,Greece,Europe,18.88,19.244726923076925
6887,Latvia,Europe,18.91,19.244726923076925
6888,Malawi,Africa,18.96,29.812282051282054
6889,Malawi,Africa,18.97,29.812282051282054
6890,Costa Rica,Americas,18.98,14.645727810650888
6891,Indonesia,South-East Asia,19.04,32.1457962962963
6892,Mexico,Americas,19.11,14.645727810650888
6893,Italy,Europe,19.21,19.244726923076925
6894,Bhutan,South-East Asia,19.35,32.1457962962963
6895,Bhutan,South-East Asia,19.35,32.1457962962963
6896,Belarus,Europe,19.35,19.244726923076925
6897,Nicaragua,Americas,19.4,14.645727810650888
6898,Venezuela (Bolivarian Republic of),Americas,19.4,14.645727810650888
6899,Zambia,Africa,19.44,29.812282051282054
6900,Slovenia,Europe,19.47,19.244726923076925
6901,Costa Rica,Americas,19.48,14.645727810650888
6902,Czechia,Europe,19.49,19.244726923076925
6903,Czechia,Europe,19.58,19.244726923076925
6904,Colombia,Americas,19.6,14.645727810650888
6905,Greece,Europe,19.6,19.244726923076925
6906,Djibouti,Eastern Mediterranean,19.6,38.40368181818182
6907,Venezuela (Bolivarian Republic of),Americas,19.62,14.645727810650888
6908,Cuba,Americas,19.62,14.645727810650888
6909,Croatia,Europe,19.64,19.244726923076925
6910,Romania,Europe,19.71,19.244726923076925
6911,Belarus,Europe,19.75,19.244726923076925
6912,Slovakia,Europe,19.75,19.244726923076925
6913,Czechia,Europe,19.75,19.244726923076925
6914,Croatia,Europe,19.84,19.244726923076925
6915,Venezuela (Bolivarian Republic of),Americas,19.87,14.645727810650888
6916,Croatia,Europe,19.89,19.244726923076925
6917,Zambia,Africa,20.07,29.812282051282054
6918,Nicaragua,Americas,20.12,14.645727810650888
6919,Croatia,Europe,20.14,19.244726923076925
6920,Israel,Europe,20.2,19.244726923076925
6921,Timor-Leste,South-East Asia,20.2,32.1457962962963
6922,Chile,Americas,20.21,14.645727810650888
6923,Indonesia,South-East Asia,20.27,32.1457962962963
6924,Slovakia,Europe,20.27,19.244726923076925
6925,Cambodia,Western Pacific,20.31,15.497559322033897
6926,Lesotho,Africa,20.35,29.812282051282054
6927,Nicaragua,Americas,20.36,14.645727810650888
6928,Hungary,Europe,20.39,19.244726923076925
6929,Italy,Europe,20.39,19.244726923076925
6930,Venezuela (Bolivarian Republic of),Americas,20.41,14.645727810650888
6931,Philippines,Western Pacific,20.46,15.497559322033897
6932,South Africa,Africa,20.46,29.812282051282054
6933,Croatia,Europe,20.49,19.244726923076925
6934,Malawi,Africa,20.54,29.812282051282054
6935,Mexico,Americas,20.6,14.645727810650888
6936,Slovakia,Europe,20.61,19.244726923076925
6937,Venezuela (Bolivarian Republic of),Americas,20.69,14.645727810650888
6938,Timor-Leste,South-East Asia,20.73,32.1457962962963
6939,Slovakia,Europe,20.76,19.244726923076925
6940,Timor-Leste,South-East Asia,20.8,32.1457962962963
6941,Chile,Americas,20.97,14.645727810650888
6942,Israel,Europe,21.03,19.244726923076925
6943,Nicaragua,Americas,21.05,14.645727810650888
6944,Madagascar,Africa,21.06,29.812282051282054
6945,Indonesia,South-East Asia,21.06,32.1457962962963
6946,Djibouti,Eastern Mediterranean,21.07,38.40368181818182
6947,Lao People's Democratic Republic,Western Pacific,21.15,15.497559322033897
6948,Slovakia,Europe,21.15,19.244726923076925
6949,Djibouti,Eastern Mediterranean,21.16,38.40368181818182
6950,Albania,Europe,21.21,19.244726923076925
6951,Malawi,Africa,21.22,29.812282051282054
6952,Ethiopia,Africa,21.23,29.812282051282054
6953,Bulgaria,Europe,21.24,19.244726923076925
6954,Slovenia,Europe,21.35,19.244726923076925
6955,Malaysia,Western Pacific,21.48,15.497559322033897
6956,Djibouti,Eastern Mediterranean,21.52,38.40368181818182
6957,Nicaragua,Americas,21.54,14.645727810650888
6958,Viet Nam,Western Pacific,21.67,15.497559322033897
6959,Albania,Europe,21.7,19.244726923076925
6960,Lao People's Democratic Republic,Western Pacific,21.75,15.497559322033897
6961,Djibouti,Eastern Mediterranean,21.78,38.40368181818182
6962,Viet Nam,Western Pacific,21.83,15.497559322033897
6963,South Sudan,Africa,21.84,29.812282051282054
6964,Albania,Europe,21.88,19.244726923076925
6965,South Sudan,Africa,21.92,29.812282051282054
6966,Timor-Leste,South-East Asia,21.93,32.1457962962963
6967,Albania,Europe,21.99,19.244726923076925
6968,Chile,Americas,22.01,14.645727810650888
6969,Ethiopia,Africa,22.09,29.812282051282054
6970,Honduras,Americas,22.11,14.645727810650888
6971,Albania,Europe,22.13,19.244726923076925
6972,Israel,Europe,22.15,19.244726923076925
6973,Sudan,Eastern Mediterranean,22.16,38.40368181818182
6974,Algeria,Africa,22.18,29.812282051282054
6975,Gabon,Africa,22.2,29.812282051282054
6976,Bulgaria,Europe,22.22,19.244726923076925
6977,Mexico,Americas,22.24,14.645727810650888
6978,Philippines,Western Pacific,22.27,15.497559322033897
6979,Malaysia,Western Pacific,22.27,15.497559322033897
6980,South Africa,Africa,22.31,29.812282051282054
6981,South Sudan,Africa,22.32,29.812282051282054
6982,Israel,Europe,22.36,19.244726923076925
6983,Lebanon,Eastern Mediterranean,22.37,38.40368181818182
6984,Poland,Europe,22.39,19.244726923076925
6985,Ethiopia,Africa,22.43,29.812282051282054
6986,Timor-Leste,South-East Asia,22.43,32.1457962962963
6987,Türkiye,Europe,22.44,19.244726923076925
6988,Eritrea,Africa,22.45,29.812282051282054
6989,Algeria,Africa,22.49,29.812282051282054
6990,Honduras,Americas,22.49,14.645727810650888
6991,Türkiye,Europe,22.52,19.244726923076925
6992,Honduras,Americas,22.6,14.645727810650888
6993,Sudan,Eastern Mediterranean,22.61,38.40368181818182
6994,Indonesia,South-East Asia,22.68,32.1457962962963
6995,Eritrea,Africa,22.69,29.812282051282054
6996,Algeria,Africa,22.76,29.812282051282054
6997,Türkiye,Europe,22.76,19.244726923076925
6998,Algeria,Africa,22.9,29.812282051282054
6999,Viet Nam,Western Pacific,22.91,15.497559322033897
7000,Georgia,Europe,22.93,19.244726923076925
7001,Türkiye,Europe,23.01,19.244726923076925
7002,Mexico,Americas,23.02,14.645727810650888
7003,Honduras,Americas,23.04,14.645727810650888
7004,Congo,Africa,23.04,29.812282051282054
7005,Angola,Africa,23.06,29.812282051282054
7006,South Sudan,Africa,23.09,29.812282051282054
7007,Ethiopia,Africa,23.12,29.812282051282054
7008,Türkiye,Europe,23.25,19.244726923076925
7009,Philippines,Western Pacific,23.35,15.497559322033897
7010,Lebanon,Eastern Mediterranean,23.36,38.40368181818182
7011,Sudan,Eastern Mediterranean,23.44,38.40368181818182
7012,Honduras,Americas,23.49,14.645727810650888
7013,Israel,Europe,23.5,19.244726923076925
7014,Eritrea,Africa,23.52,29.812282051282054
7015,Algeria,Africa,23.53,29.812282051282054
7016,Syrian Arab Republic,Eastern Mediterranean,23.54,38.40368181818182
7017,South Sudan,Africa,23.59,29.812282051282054
7018,Sri Lanka,South-East Asia,23.6,32.1457962962963
7019,Guatemala,Americas,23.66,14.645727810650888
7020,Ethiopia,Africa,23.67,29.812282051282054
7021,Bulgaria,Europe,23.67,19.244726923076925
7022,Tunisia,Eastern Mediterranean,23.8,38.40368181818182
7023,Chile,Americas,23.8,14.645727810650888
7024,Sri Lanka,South-East Asia,23.81,32.1457962962963
7025,Jordan,Eastern Mediterranean,23.83,38.40368181818182
7026,Mexico,Americas,23.83,14.645727810650888
7027,Eritrea,Africa,23.91,29.812282051282054
7028,Lao People's Democratic Republic,Western Pacific,23.96,15.497559322033897
7029,Lebanon,Eastern Mediterranean,23.97,38.40368181818182
7030,Bulgaria,Europe,23.98,19.244726923076925
7031,Angola,Africa,24.01,29.812282051282054
7032,Republic of Korea,Western Pacific,24.08,15.497559322033897
7033,Viet Nam,Western Pacific,24.09,15.497559322033897
7034,Lebanon,Eastern Mediterranean,24.13,38.40368181818182
7035,Chile,Americas,24.32,14.645727810650888
7036,Bulgaria,Europe,24.33,19.244726923076925
7037,Angola,Africa,24.38,29.812282051282054
7038,Tunisia,Eastern Mediterranean,24.39,38.40368181818182
7039,Eritrea,Africa,24.39,29.812282051282054
7040,Poland,Europe,24.47,19.244726923076925
7041,Lebanon,Eastern Mediterranean,24.48,38.40368181818182
7042,Syrian Arab Republic,Eastern Mediterranean,24.55,38.40368181818182
7043,Malaysia,Western Pacific,24.55,15.497559322033897
7044,Sri Lanka,South-East Asia,24.61,32.1457962962963
7045,Syrian Arab Republic,Eastern Mediterranean,24.7,38.40368181818182
7046,Sudan,Eastern Mediterranean,24.72,38.40368181818182
7047,Montenegro,Europe,24.73,19.244726923076925
7048,Lao People's Democratic Republic,Western Pacific,24.79,15.497559322033897
7049,Jordan,Eastern Mediterranean,24.79,38.40368181818182
7050,Syrian Arab Republic,Eastern Mediterranean,24.8,38.40368181818182
7051,El Salvador,Americas,24.86,14.645727810650888
7052,Montenegro,Europe,24.87,19.244726923076925
7053,Jordan,Eastern Mediterranean,24.94,38.40368181818182
7054,Thailand,South-East Asia,24.97,32.1457962962963
7055,Georgia,Europe,25.07,19.244726923076925
7056,Jordan,Eastern Mediterranean,25.27,38.40368181818182
7057,Equatorial Guinea,Africa,25.27,29.812282051282054
7058,Philippines,Western Pacific,25.29,15.497559322033897
7059,Guatemala,Americas,25.34,14.645727810650888
7060,Thailand,South-East Asia,25.35,32.1457962962963
7061,Tunisia,Eastern Mediterranean,25.4,38.40368181818182
7062,Poland,Europe,25.4,19.244726923076925
7063,Lao People's Democratic Republic,Western Pacific,25.41,15.497559322033897
7064,Bolivia (Plurinational State of),Americas,25.43,14.645727810650888
7065,Equatorial Guinea,Africa,25.53,29.812282051282054
7066,Bolivia (Plurinational State of),Americas,25.56,14.645727810650888
7067,Georgia,Europe,25.6,19.244726923076925
7068,Sri Lanka,South-East Asia,25.6,32.1457962962963
7069,Thailand,South-East Asia,25.66,32.1457962962963
7070,Guatemala,Americas,25.71,14.645727810650888
7071,Gabon,Africa,25.71,29.812282051282054
7072,Sudan,Eastern Mediterranean,25.74,38.40368181818182
7073,Jordan,Eastern Mediterranean,25.79,38.40368181818182
7074,Libya,Eastern Mediterranean,25.95,38.40368181818182
7075,Poland,Europe,25.98,19.244726923076925
7076,Libya,Eastern Mediterranean,25.99,38.40368181818182
7077,Libya,Eastern Mediterranean,26.03,38.40368181818182
7078,El Salvador,Americas,26.06,14.645727810650888
7079,Syrian Arab Republic,Eastern Mediterranean,26.06,38.40368181818182
7080,Sri Lanka,South-East Asia,26.11,32.1457962962963
7081,Montenegro,Europe,26.14,19.244726923076925
7082,Republic of Korea,Western Pacific,26.18,15.497559322033897
7083,Tunisia,Eastern Mediterranean,26.19,38.40368181818182
7084,Bolivia (Plurinational State of),Americas,26.26,14.645727810650888
7085,Malaysia,Western Pacific,26.27,15.497559322033897
7086,Central African Republic,Africa,26.27,29.812282051282054
7087,Republic of Korea,Western Pacific,26.48,15.497559322033897
7088,Equatorial Guinea,Africa,26.49,29.812282051282054
7089,Thailand,South-East Asia,26.54,32.1457962962963
7090,Republic of Korea,Western Pacific,26.56,15.497559322033897
7091,Philippines,Western Pacific,26.58,15.497559322033897
7092,Poland,Europe,26.66,19.244726923076925
7093,Burundi,Africa,26.78,29.812282051282054
7094,Montenegro,Europe,26.83,19.244726923076925
7095,El Salvador,Americas,26.86,14.645727810650888
7096,Republic of Korea,Western Pacific,26.93,15.497559322033897
7097,Serbia,Europe,26.94,19.244726923076925
7098,Angola,Africa,26.94,29.812282051282054
7099,"occupied Palestinian territory, including east Jerusalem",Eastern Mediterranean,26.96,38.40368181818182
7100,Guatemala,Americas,27.03,14.645727810650888
7101,Equatorial Guinea,Africa,27.14,29.812282051282054
7102,"occupied Palestinian territory, including east Jerusalem",Eastern Mediterranean,27.31,38.40368181818182
7103,Montenegro,Europe,27.37,19.244726923076925
7104,Thailand,South-East Asia,27.42,32.1457962962963
7105,Tunisia,Eastern Mediterranean,27.49,38.40368181818182
7106,El Salvador,Americas,27.57,14.645727810650888
7107,Peru,Americas,27.66,14.645727810650888
7108,Angola,Africa,27.66,29.812282051282054
7109,Serbia,Europe,27.76,19.244726923076925
7110,Central African Republic,Africa,27.83,29.812282051282054
7111,Central African Republic,Africa,27.84,29.812282051282054
7112,Serbia,Europe,27.88,19.244726923076925
7113,Bolivia (Plurinational State of),Americas,28.0,14.645727810650888
7114,Georgia,Europe,28.05,19.244726923076925
7115,Cabo Verde,Africa,28.07,29.812282051282054
7116,Myanmar,South-East Asia,28.22,32.1457962962963
7117,Burundi,Africa,28.29,29.812282051282054
7118,Burundi,Africa,28.33,29.812282051282054
7119,Myanmar,South-East Asia,28.51,32.1457962962963
7120,Libya,Eastern Mediterranean,28.53,38.40368181818182
7121,Serbia,Europe,28.53,19.244726923076925
7122,Bolivia (Plurinational State of),Americas,28.59,14.645727810650888
7123,Burundi,Africa,28.63,29.812282051282054
7124,Peru,Americas,28.71,14.645727810650888
7125,Myanmar,South-East Asia,28.82,32.1457962962963
7126,El Salvador,Americas,28.92,14.645727810650888
7127,Guatemala,Americas,28.92,14.645727810650888
7128,Iran (Islamic Republic of),Eastern Mediterranean,28.92,38.40368181818182
7129,Sao Tome and Principe,Africa,28.96,29.812282051282054
7130,Equatorial Guinea,Africa,28.96,29.812282051282054
7131,Gabon,Africa,29.03,29.812282051282054
7132,Libya,Eastern Mediterranean,29.14,38.40368181818182
7133,Serbia,Europe,29.14,19.244726923076925
7134,Myanmar,South-East Asia,29.17,32.1457962962963
7135,Burundi,Africa,29.18,29.812282051282054
7136,Georgia,Europe,29.24,19.244726923076925
7137,Iran (Islamic Republic of),Eastern Mediterranean,29.28,38.40368181818182
7138,Myanmar,South-East Asia,29.4,32.1457962962963
7139,"occupied Palestinian territory, including east Jerusalem",Eastern Mediterranean,29.45,38.40368181818182
7140,Iran (Islamic Republic of),Eastern Mediterranean,29.63,38.40368181818182
7141,Democratic Republic of the Congo,Africa,29.72,29.812282051282054
7142,Congo,Africa,29.85,29.812282051282054
7143,Peru,Americas,29.99,14.645727810650888
7144,"occupied Palestinian territory, including east Jerusalem",Eastern Mediterranean,30.02,38.40368181818182
7145,Bhutan,South-East Asia,30.03,32.1457962962963
7146,Bhutan,South-East Asia,30.41,32.1457962962963
7147,Uganda,Africa,30.55,29.812282051282054
7148,Bosnia and Herzegovina,Europe,30.9,19.244726923076925
7149,Benin,Africa,30.91,29.812282051282054
7150,North Macedonia,Europe,30.95,19.244726923076925
7151,Uganda,Africa,31.03,29.812282051282054
7152,Sao Tome and Principe,Africa,31.24,29.812282051282054
7153,Kazakhstan,Europe,31.36,19.244726923076925
7154,Iran (Islamic Republic of),Eastern Mediterranean,31.58,38.40368181818182
7155,North Macedonia,Europe,31.79,19.244726923076925
7156,"occupied Palestinian territory, including east Jerusalem",Eastern Mediterranean,31.83,38.40368181818182
7157,Benin,Africa,31.84,29.812282051282054
7158,Gabon,Africa,31.84,29.812282051282054
7159,Benin,Africa,31.85,29.812282051282054
7160,Azerbaijan,Europe,31.86,19.244726923076925
7161,Benin,Africa,31.86,29.812282051282054
7162,Cabo Verde,Africa,31.92,29.812282051282054
7163,Uganda,Africa,32.14,29.812282051282054
7164,Democratic Republic of the Congo,Africa,32.14,29.812282051282054
7165,Peru,Americas,32.15,14.645727810650888
7166,Guinea-Bissau,Africa,32.26,29.812282051282054
7167,Central African Republic,Africa,32.47,29.812282051282054
7168,Liberia,Africa,32.64,29.812282051282054
7169,Benin,Africa,32.65,29.812282051282054
7170,Gabon,Africa,32.7,29.812282051282054
7171,Peru,Americas,32.95,14.645727810650888
7172,Uganda,Africa,32.99,29.812282051282054
7173,Azerbaijan,Europe,33.05,19.244726923076925
7174,Cabo Verde,Africa,33.08,29.812282051282054
7175,Sao Tome and Principe,Africa,33.16,29.812282051282054
7176,Iran (Islamic Republic of),Eastern Mediterranean,33.2,38.40368181818182
7177,Cabo Verde,Africa,33.45,29.812282051282054
7178,Azerbaijan,Europe,33.58,19.244726923076925
7179,Liberia,Africa,33.63,29.812282051282054
7180,North Macedonia,Europe,33.88,19.244726923076925
7181,Bosnia and Herzegovina,Europe,34.06,19.244726923076925
7182,Congo,Africa,34.16,29.812282051282054
7183,Cabo Verde,Africa,34.17,29.812282051282054
7184,Togo,Africa,34.36,29.812282051282054
7185,Togo,Africa,34.48,29.812282051282054
7186,Central African Republic,Africa,34.63,29.812282051282054
7187,Turkmenistan,Europe,34.65,19.244726923076925
7188,Gambia,Africa,34.82,29.812282051282054
7189,Kazakhstan,Europe,34.82,19.244726923076925
7190,Democratic Republic of the Congo,Africa,34.88,29.812282051282054
7191,Rwanda,Africa,34.99,29.812282051282054
7192,Rwanda,Africa,35.16,29.812282051282054
7193,Guinea-Bissau,Africa,35.2,29.812282051282054
7194,Guinea-Bissau,Africa,35.24,29.812282051282054
7195,Turkmenistan,Europe,35.31,19.244726923076925
7196,Rwanda,Africa,35.33,29.812282051282054
7197,Rwanda,Africa,35.39,29.812282051282054
7198,Gambia,Africa,35.46,29.812282051282054
7199,Liberia,Africa,35.5,29.812282051282054
7200,Sao Tome and Principe,Africa,35.58,29.812282051282054
7201,Turkmenistan,Europe,35.6,19.244726923076925
7202,Turkmenistan,Europe,35.66,19.244726923076925
7203,Congo,Africa,35.68,29.812282051282054
7204,Azerbaijan,Europe,35.72,19.244726923076925
7205,Sao Tome and Principe,Africa,35.8,29.812282051282054
7206,Guinea,Africa,35.81,29.812282051282054
7207,Togo,Africa,35.96,29.812282051282054
7208,Oman,Eastern Mediterranean,36.14,38.40368181818182
7209,Mauritania,Africa,36.33,29.812282051282054
7210,Senegal,Africa,36.34,29.812282051282054
7211,Iraq,Eastern Mediterranean,36.42,38.40368181818182
7212,Mali,Africa,36.58,29.812282051282054
7213,Bosnia and Herzegovina,Europe,36.58,19.244726923076925
7214,Oman,Eastern Mediterranean,36.6,38.40368181818182
7215,Guinea,Africa,36.63,29.812282051282054
7216,Oman,Eastern Mediterranean,36.91,38.40368181818182
7217,Iraq,Eastern Mediterranean,36.98,38.40368181818182
7218,Azerbaijan,Europe,37.08,19.244726923076925
7219,Cote d'Ivoire,Africa,37.28,29.812282051282054
7220,Cote d'Ivoire,Africa,37.6,29.812282051282054
7221,Rwanda,Africa,37.73,29.812282051282054
7222,Democratic Republic of the Congo,Africa,37.74,29.812282051282054
7223,Togo,Africa,37.76,29.812282051282054
7224,Turkmenistan,Europe,37.85,19.244726923076925
7225,Mali,Africa,38.21,29.812282051282054
7226,Senegal,Africa,38.22,29.812282051282054
7227,Armenia,Europe,38.28,19.244726923076925
7228,Oman,Eastern Mediterranean,38.45,38.40368181818182
7229,Congo,Africa,38.45,29.812282051282054
7230,Guinea,Africa,38.56,29.812282051282054
7231,Iraq,Eastern Mediterranean,38.57,38.40368181818182
7232,Sierra Leone,Africa,38.73,29.812282051282054
7233,Bosnia and Herzegovina,Europe,38.94,19.244726923076925
7234,Senegal,Africa,38.98,29.812282051282054
7235,Gambia,Africa,38.99,29.812282051282054
7236,North Macedonia,Europe,39.06,19.244726923076925
7237,Democratic Republic of the Congo,Africa,39.07,29.812282051282054
7238,Uganda,Africa,39.14,29.812282051282054
7239,Burkina Faso,Africa,39.15,29.812282051282054
7240,Togo,Africa,39.28,29.812282051282054
7241,Nepal,South-East Asia,39.43,32.1457962962963
7242,Burkina Faso,Africa,39.64,29.812282051282054
7243,Mali,Africa,39.79,29.812282051282054
7244,Oman,Eastern Mediterranean,39.99,38.40368181818182
7245,Bahamas,Americas,4.93,14.645727810650888
7246,Liberia,Africa,40.01,29.812282051282054
7247,Mauritania,Africa,40.12,29.812282051282054
7248,Sierra Leone,Africa,40.2,29.812282051282054
7249,Guinea-Bissau,Africa,40.27,29.812282051282054
7250,Nepal,South-East Asia,40.44,32.1457962962963
7251,Chad,Africa,40.65,29.812282051282054
7252,United Arab Emirates,Eastern Mediterranean,40.91,38.40368181818182
7253,United Arab Emirates,Eastern Mediterranean,40.93,38.40368181818182
7254,United Arab Emirates,Eastern Mediterranean,40.95,38.40368181818182
7255,Sierra Leone,Africa,41.1,29.812282051282054
7256,Burkina Faso,Africa,41.17,29.812282051282054
7257,Cote d'Ivoire,Africa,41.19,29.812282051282054
7258,Yemen,Eastern Mediterranean,41.22,38.40368181818182
7259,Gambia,Africa,41.23,29.812282051282054
7260,Liberia,Africa,41.35,29.812282051282054
7261,Ghana,Africa,41.4,29.812282051282054
7262,Nepal,South-East Asia,41.43,32.1457962962963
7263,Nepal,South-East Asia,41.45,32.1457962962963
7264,Nepal,South-East Asia,41.47,32.1457962962963
7265,Kazakhstan,Europe,41.63,19.244726923076925
7266,Iraq,Eastern Mediterranean,41.78,38.40368181818182
7267,Mauritania,Africa,42.28,29.812282051282054
7268,Bangladesh,South-East Asia,42.44,32.1457962962963
7269,Yemen,Eastern Mediterranean,42.49,38.40368181818182
7270,Yemen,Eastern Mediterranean,42.52,38.40368181818182
7271,Guinea,Africa,42.72,29.812282051282054
7272,Senegal,Africa,42.88,29.812282051282054
7273,Guinea-Bissau,Africa,42.92,29.812282051282054
7274,Chad,Africa,43.04,29.812282051282054
7275,Gambia,Africa,43.37,29.812282051282054
7276,Ghana,Africa,43.78,29.812282051282054
7277,Yemen,Eastern Mediterranean,43.81,38.40368181818182
7278,Bosnia and Herzegovina,Europe,43.85,19.244726923076925
7279,United Arab Emirates,Eastern Mediterranean,43.93,38.40368181818182
7280,Iraq,Eastern Mediterranean,44.06,38.40368181818182
7281,China,Western Pacific,44.26,15.497559322033897
7282,Sierra Leone,Africa,44.53,29.812282051282054
7283,Yemen,Eastern Mediterranean,44.6,38.40368181818182
7284,Armenia,Europe,44.77,19.244726923076925
7285,Senegal,Africa,45.08,29.812282051282054
7286,United Arab Emirates,Eastern Mediterranean,45.15,38.40368181818182
7287,North Macedonia,Europe,45.17,19.244726923076925
7288,Chad,Africa,45.23,29.812282051282054
7289,Burkina Faso,Africa,45.42,29.812282051282054
7290,Guinea,Africa,45.46,29.812282051282054
7291,Egypt,Eastern Mediterranean,45.56,38.40368181818182
7292,Armenia,Europe,45.9,19.244726923076925
7293,Mali,Africa,46.12,29.812282051282054
7294,Ghana,Africa,46.17,29.812282051282054
7295,Cote d'Ivoire,Africa,46.22,29.812282051282054
7296,Sierra Leone,Africa,46.34,29.812282051282054
7297,Kazakhstan,Europe,47.19,19.244726923076925
7298,Mongolia,Western Pacific,47.56,15.497559322033897
7299,Mongolia,Western Pacific,47.57,15.497559322033897
7300,Bangladesh,South-East Asia,47.6,32.1457962962963
7301,Niger,Africa,48.38,29.812282051282054
7302,Kyrgyzstan,Europe,48.43,19.244726923076925
7303,Armenia,Europe,48.73,19.244726923076925
7304,Niger,Africa,49.83,29.812282051282054
7305,Mali,Africa,49.94,29.812282051282054
7306,Bahamas,Americas,5.28,14.645727810650888
7307,Bahamas,Americas,5.28,14.645727810650888
7308,Bahamas,Americas,5.28,14.645727810650888
7309,Nauru,Western Pacific,5.51,15.497559322033897
7310,Bahamas,Americas,5.61,14.645727810650888
7311,Finland,Europe,5.78,19.244726923076925
7312,Ghana,Africa,50.3,29.812282051282054
7313,Kyrgyzstan,Europe,50.32,19.244726923076925
7314,Niger,Africa,50.38,29.812282051282054
7315,Burkina Faso,Africa,50.46,29.812282051282054
7316,India,South-East Asia,50.78,32.1457962962963
7317,Bangladesh,South-East Asia,50.82,32.1457962962963
7318,Uzbekistan,Europe,51.07,19.244726923076925
7319,Kazakhstan,Europe,51.2,19.244726923076925
7320,Mauritania,Africa,51.25,29.812282051282054
7321,Armenia,Europe,51.34,19.244726923076925
7322,Bangladesh,South-East Asia,51.73,32.1457962962963
7323,Kyrgyzstan,Europe,52.0,19.244726923076925
7324,Mongolia,Western Pacific,52.19,15.497559322033897
7325,Cote d'Ivoire,Africa,52.5,29.812282051282054
7326,Nigeria,Africa,52.96,29.812282051282054
7327,Kyrgyzstan,Europe,53.17,19.244726923076925
7328,Cameroon,Africa,53.23,29.812282051282054
7329,China,Western Pacific,53.43,15.497559322033897
7330,Bahrain,Eastern Mediterranean,53.68,38.40368181818182
7331,Nigeria,Africa,53.8,29.812282051282054
7332,Democratic People's Republic of Korea,South-East Asia,53.87,32.1457962962963
7333,Bahrain,Eastern Mediterranean,54.2,38.40368181818182
7334,Pakistan,Eastern Mediterranean,54.37,38.40368181818182
7335,China,Western Pacific,54.39,15.497559322033897
7336,Bahrain,Eastern Mediterranean,54.4,38.40368181818182
7337,Bahrain,Eastern Mediterranean,54.44,38.40368181818182
7338,Nigeria,Africa,54.53,29.812282051282054
7339,Ghana,Africa,54.6,29.812282051282054
7340,Mauritania,Africa,54.61,29.812282051282054
7341,Kyrgyzstan,Europe,54.87,19.244726923076925
7342,Uzbekistan,Europe,54.88,19.244726923076925
7343,Niger,Africa,54.97,29.812282051282054
7344,Bangladesh,South-East Asia,55.01,32.1457962962963
7345,Nigeria,Africa,55.06,29.812282051282054
7346,Nigeria,Africa,55.42,29.812282051282054
7347,Cameroon,Africa,55.42,29.812282051282054
7348,India,South-East Asia,55.43,32.1457962962963
7349,Chad,Africa,55.46,29.812282051282054
7350,India,South-East Asia,55.72,32.1457962962963
7351,China,Western Pacific,56.15,15.497559322033897
7352,Pakistan,Eastern Mediterranean,56.21,38.40368181818182
7353,Kuwait,Eastern Mediterranean,56.23,38.40368181818182
7354,Pakistan,Eastern Mediterranean,56.29,38.40368181818182
7355,Democratic People's Republic of Korea,South-East Asia,56.46,32.1457962962963
7356,Egypt,Eastern Mediterranean,56.57,38.40368181818182
7357,Qatar,Eastern Mediterranean,56.57,38.40368181818182
7358,Democratic People's Republic of Korea,South-East Asia,56.87,32.1457962962963
7359,Saudi Arabia,Eastern Mediterranean,57.4,38.40368181818182
7360,Pakistan,Eastern Mediterranean,58.05,38.40368181818182
7361,China,Western Pacific,58.13,15.497559322033897
7362,Uzbekistan,Europe,58.23,19.244726923076925
7363,Qatar,Eastern Mediterranean,58.34,38.40368181818182
7364,Kuwait,Eastern Mediterranean,58.44,38.40368181818182
7365,Saudi Arabia,Eastern Mediterranean,58.6,38.40368181818182
7366,Niger,Africa,58.76,29.812282051282054
7367,India,South-East Asia,58.85,32.1457962962963
7368,Bahrain,Eastern Mediterranean,59.02,38.40368181818182
7369,Cameroon,Africa,59.37,29.812282051282054
7370,Cameroon,Africa,59.56,29.812282051282054
7371,Uzbekistan,Europe,59.74,19.244726923076925
7372,Democratic People's Republic of Korea,South-East Asia,59.83,32.1457962962963
